0.7597854,0.8571517,7.46E-07,0.7213316,0.8070803,-0.034665484,0.7096444,0.7286949,-0.04154151,0.7195252,0.66182274,-0.04490224,0.7172408,0.60479045,-0.045358308,0.69570446,0.68331105,-0.005415252,0.68761027,0.60904,-0.017423129,0.68408537,0.5555464,-0.023641862,0.68242973,0.50797004,-0.026517486,0.7369431,0.6895667,0.002326545,0.7500475,0.61706024,-0.015859373,0.76434493,0.5661044,-0.025783518,0.7739078,0.5218059,-0.026912829,0.7727456,0.7141666,0.004524306,0.79170686,0.6887268,-0.033075955,0.7866495,0.7458754,-0.04164079,0.77917874,0.78261715,-0.03321457,0.8013408,0.7436321,0.00527766,0.81679034,0.7191177,-0.026078599,0.8071894,0.7600392,-0.0296127,0.79562587,0.78810525,-0.023101032,K
0.6990141,0.8331341,4.67E-07,0.6596936,0.777193,-0.015301734,0.6427318,0.7035684,-0.019651882,0.65649444,0.63998735,-0.02584712,0.6723608,0.59774846,-0.030820882,0.64398813,0.6615874,-0.003151075,0.6314607,0.5946014,-0.021715403,0.6265131,0.5468512,-0.033962067,0.6237437,0.505814,-0.04108365,0.6818244,0.66636974,-0.008950439,0.68982685,0.59397316,-0.033503212,0.6985317,0.5419721,-0.048209716,0.70691246,0.4994134,-0.053706773,0.7179241,0.6872938,-0.01779958,0.7292759,0.6572067,-0.054930214,0.72037804,0.70544946,-0.05905622,0.71291816,0.74455297,-0.049564634,0.75004923,0.7184892,-0.02714902,0.75532115,0.6855493,-0.05382514,0.74268234,0.72042495,-0.049838122,0.73297656,0.754449,-0.039258186,K
0.7067378,0.8387847,6.28E-07,0.6647107,0.80144215,-0.032305088,0.64328253,0.73086756,-0.039897155,0.6474036,0.6636646,-0.04376472,0.64103466,0.6088114,-0.04492642,0.6305028,0.6915083,-0.013624892,0.6145265,0.6184544,-0.027127378,0.60739565,0.56828594,-0.03366553,0.602133,0.522953,-0.036514886,0.66778857,0.68885046,-0.007174623,0.6728374,0.61347574,-0.026279802,0.6796253,0.5628824,-0.035250463,0.6837737,0.51895905,-0.036188073,0.70229447,0.7024544,-0.00514282,0.7189925,0.6730728,-0.040922645,0.7174347,0.72765726,-0.046461523,0.7128147,0.76455736,-0.03709461,0.7322775,0.7217091,-0.004502642,0.74295837,0.6959586,-0.033912156,0.7377215,0.73735696,-0.035114497,0.730187,0.76742387,-0.027435627,K
0.7065937,0.8318497,6.38E-07,0.66836977,0.7952744,-0.027869567,0.647836,0.7283713,-0.034369364,0.65268254,0.665438,-0.03824067,0.65318424,0.6133146,-0.039774954,0.6361966,0.6873544,-0.011843261,0.6217905,0.6152191,-0.024112184,0.6149983,0.56774896,-0.029831937,0.6088502,0.5251068,-0.03214312,0.67169774,0.6858185,-0.007257218,0.680929,0.6122278,-0.024393603,0.6875266,0.56010157,-0.033506755,0.69160664,0.51573503,-0.03510948,0.7035308,0.70016384,-0.006437115,0.7208586,0.67441225,-0.03904463,0.71986634,0.72632223,-0.043988943,0.7165549,0.76194453,-0.035134908,0.73130614,0.72142535,-0.006762047,0.7430935,0.69683635,-0.03352151,0.7394341,0.73667395,-0.033231035,0.73360175,0.7671478,-0.024901481,K
0.711975,0.8275693,5.90E-07,0.6741905,0.78624994,-0.028888576,0.6540706,0.7179236,-0.035398673,0.65826714,0.6530597,-0.03912456,0.65794337,0.5994824,-0.04029271,0.6402172,0.67517877,-0.008844021,0.6264968,0.60511637,-0.0195499,0.62132686,0.5585694,-0.024657525,0.6171486,0.5164735,-0.026664,0.67642766,0.67464507,-0.002945603,0.68390524,0.6022136,-0.017640736,0.69215035,0.5541863,-0.025151145,0.6974985,0.513787,-0.026007412,0.70946646,0.6897269,-0.001393682,0.72629243,0.6663917,-0.03283466,0.725049,0.7152804,-0.03941263,0.72137374,0.75017226,-0.03203725,0.73804224,0.7105969,-0.00099135,0.7485029,0.6861453,-0.026448898,0.743614,0.72376686,-0.027530955,0.73742145,0.75413567,-0.020722458,K
0.7005297,0.8411859,4.28E-07,0.6622141,0.78197044,-0.026375687,0.64801407,0.7064299,-0.031514887,0.66072446,0.6407513,-0.035869308,0.665454,0.58932096,-0.0371777,0.64988995,0.6617887,-0.000993264,0.63946605,0.58746874,-0.019420639,0.6350636,0.53981334,-0.030735899,0.6319293,0.4962483,-0.036402628,0.6876418,0.6663599,0.000818923,0.70019907,0.5931469,-0.025887407,0.7104927,0.54302144,-0.04213586,0.7187745,0.49771625,-0.047397994,0.7214318,0.68434924,-0.002185739,0.73440534,0.66507345,-0.041902605,0.726358,0.71624947,-0.048143998,0.71964693,0.7520814,-0.03818777,0.7517077,0.7084395,-0.006831374,0.75692457,0.6893677,-0.035320006,0.7461073,0.72712207,-0.03468555,0.736963,0.7562914,-0.0254996,K
0.66758007,0.8337103,1.08E-07,0.6324593,0.7805112,-0.014111639,0.63800895,0.70081764,-0.014681657,0.66954607,0.64840794,-0.017316768,0.68234724,0.6050824,-0.018955361,0.67140603,0.66945887,-0.00053065,0.6726747,0.5941613,-0.018027795,0.67481804,0.54441166,-0.029047772,0.67946875,0.5037997,-0.03504811,0.7020061,0.6824663,-0.005395863,0.70667773,0.60597295,-0.029268125,0.7106936,0.5505396,-0.04418433,0.7177081,0.50752,-0.0497822,0.7291211,0.7084912,-0.013162345,0.71623117,0.6751574,-0.04683761,0.69228613,0.7198296,-0.048713557,0.67883563,0.7583521,-0.038391747,0.7541397,0.7434819,-0.022101134,0.7388476,0.70605415,-0.046840735,0.71668375,0.73667103,-0.04282568,0.7058606,0.767668,-0.0323729,K
0.67291623,0.8284054,2.44E-07,0.63666975,0.7778336,-0.013306846,0.6384105,0.7010606,-0.014636504,0.66615903,0.64821565,-0.017883237,0.67346823,0.6025896,-0.020194337,0.6711689,0.67521775,-0.003573692,0.6719129,0.6028978,-0.02157361,0.67219895,0.55055463,-0.033835486,0.67485005,0.5069574,-0.041408166,0.7017804,0.6857949,-0.008518116,0.70305043,0.6124687,-0.032499917,0.7053334,0.5538536,-0.049437582,0.71123046,0.5062951,-0.05730984,0.72986513,0.7087973,-0.015612075,0.7176818,0.67441714,-0.047318116,0.69512314,0.71744317,-0.048964433,0.681736,0.7564583,-0.039543852,0.7562527,0.74085504,-0.023964003,0.74265766,0.70494413,-0.04895923,0.72140104,0.73115486,-0.046155367,0.70913136,0.7588879,-0.03674617,K
0.6839559,0.78695667,2.64E-07,0.64751846,0.7238591,-0.011468245,0.6426343,0.65337247,-0.014439696,0.6635512,0.59938157,-0.019030562,0.67193735,0.5569314,-0.022452295,0.6610791,0.6276191,-0.003793595,0.6587731,0.5551983,-0.021980332,0.65799904,0.5065446,-0.033888984,0.66000915,0.46429646,-0.04024324,0.6926741,0.63593554,-0.007914808,0.7026133,0.56539583,-0.030599898,0.71123713,0.51307654,-0.044116016,0.7225025,0.46707577,-0.049468562,0.7236655,0.6569407,-0.013967065,0.72957075,0.6221239,-0.04315445,0.7085675,0.665118,-0.04179646,0.69367,0.70172197,-0.030416071,0.7529006,0.6874485,-0.020886999,0.75595623,0.64770544,-0.040856507,0.73872375,0.67623025,-0.03373821,0.72646064,0.70434725,-0.021813057,K
0.7106968,0.7057978,5.63E-07,0.6690432,0.659749,-0.0230739,0.66076213,0.5892868,-0.03057955,0.6760565,0.52668744,-0.03636222,0.6755834,0.48040414,-0.040464696,0.66120654,0.57236,-0.019875271,0.6534739,0.49932224,-0.03805341,0.6500355,0.4498645,-0.0477373,0.6480969,0.4028101,-0.053183325,0.696741,0.5738707,-0.018937442,0.70789677,0.49881345,-0.04274025,0.7161485,0.4447576,-0.05469565,0.72495407,0.3945152,-0.058867924,0.7290752,0.5891225,-0.02036793,0.74047357,0.55228066,-0.054137353,0.73067397,0.6035656,-0.054068808,0.72373915,0.6417198,-0.042745635,0.75856966,0.6103912,-0.02300051,0.76540345,0.5778744,-0.048729815,0.75534993,0.6134675,-0.045482494,0.7481557,0.642792,-0.03591359,K
